VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Area Code,Phone
39,116.9,276.5,289.9,12.3,0,127,19.87,88,23.5,125,13.05,2,3.32,415,354-7718
17,236.7,263.5,259.6,12,1,95,40.24,56,22.4,107,11.68,4,3.24,415,358-4412
0,173.2,131.2,170.9,5.4,0,93,29.44,80,11.15,104,7.69,3,1.46,408,368-8972
0,152.2,137.2,185.9,9.8,0,114,25.87,102,11.66,97,8.37,3,2.65,510,407-9841
0,181.3,182.4,180.6,6.7,0,135,30.82,108,15.5,103,8.13,2,1.81,415,393-5208
0,167.8,211,153.5,10.5,4,72,28.53,99,17.94,109,6.91,6,2.84,408,332-2889
0,175.4,250.7,289.3,9.8,1,125,29.82,87,21.31,74,13.02,9,2.65,510,374-5530
0,87.6,266.9,214.6,9.8,2,112,14.89,107,22.69,104,9.66,10,2.65,415,332-3381
0,203.3,141.9,200.7,8.5,0,45,34.56,87,12.06,71,9.03,6,2.3,415,344-9347
0,92.6,161.9,285,11.3,5,95,15.74,70,13.76,78,12.83,3,3.05,415,412-1991
21,262.9,149.5,140.5,8.1,1,135,44.69,96,12.71,109,6.32,4,2.19,415,393-4528
0,160.8,155.8,254.3,8.5,1,91,27.34,82,13.24,103,11.44,3,2.3,408,347-2378
22,141.8,167.3,178.1,7.8,1,116,24.11,99,14.22,130,8.01,3,2.11,408,385-2699
32,50.6,201.4,146.8,4.2,2,62,8.6,87,17.12,121,6.61,4,1.13,408,383-4319
0,134.9,156,197.5,10.2,1,59,22.93,152,13.26,112,8.89,5,2.75,415,352-7915
0,252.1,226.1,155.6,13.8,1,110,42.86,103,19.22,83,7,3,3.73,415,375-5547
41,215.5,241.8,147,9.6,1,95,36.64,92,20.55,108,6.61,3,2.59,415,337-2348
0,124.8,257.2,193.2,13.4,0,66,21.22,85,21.86,115,8.69,4,3.62,415,342-8702
0,178.7,271,245.9,16.4,2,114,30.38,96,23.04,94,11.07,5,4.43,408,393-5802
0,183.2,179.2,292.8,9.9,2,131,31.14,73,15.23,100,13.18,5,2.67,415,384-2219
0,167.5,139.1,138.4,13,1,96,28.48,104,11.82,87,6.23,1,3.51,415,347-6164
0,147.1,200,234.9,12.5,3,105,25.01,135,17,65,10.57,9,3.38,510,376-9940
0,230.1,212,174.9,13.2,1,107,39.12,120,18.02,119,7.87,4,3.56,415,354-4352
0,135.8,163.2,229.8,12.6,0,125,23.09,88,13.87,106,10.34,3,3.4,408,331-8713
20,205.7,136.1,159.4,8.7,2,98,34.97,107,11.57,147,7.17,3,2.35,510,341-3663
0,73.8,143.4,170.2,10.9,2,105,12.55,114,12.19,98,7.66,3,2.94,408,376-4665
0,189.3,233.5,270.9,10,2,119,32.18,112,19.85,104,12.19,1,2.7,408,421-9034
0,147.2,161.9,142.1,7.2,3,115,25.02,123,13.76,103,6.39,6,1.94,408,401-5169
42,137.3,184.2,231.4,10.2,0,95,23.34,94,15.66,70,10.41,3,2.75,408,370-8262
0,70.7,211,174.6,0,2,125,12.02,113,17.94,107,7.86,0,0,510,387-2041
0,204.6,205.2,164.6,10.7,0,117,34.78,94,17.44,84,7.41,5,2.89,408,356-4146
0,123.1,213.9,184.9,12,5,88,20.93,84,18.18,88,8.32,2,3.24,510,372-8883
19,129.7,160.8,265,12.2,2,115,22.05,101,13.67,63,11.93,3,3.29,510,336-1880
0,198.7,209.5,281.9,12.4,0,70,33.78,106,17.81,126,12.69,4,3.35,415,347-5843
0,145.1,233.7,208.7,7.9,2,116,24.67,82,19.86,95,9.39,5,2.13,415,370-8023
0,135.2,152.5,224.8,8.4,2,101,22.98,79,12.96,83,10.12,5,2.27,415,417-9814
28,124.7,250.4,216.4,7.8,1,105,21.2,78,21.28,128,9.74,8,2.11,408,387-3422
0,215.9,145.4,186.9,12.1,1,76,36.7,118,12.36,129,8.41,4,3.27,415,365-1664
0,119.2,228.4,197.9,8.4,2,142,20.26,139,19.41,61,8.91,9,2.27,415,367-2436
0,144.3,156.4,214.7,7.8,3,116,24.53,74,13.29,90,9.66,10,2.11,510,344-6258
0,235.2,220.6,236.3,11.8,1,121,39.98,87,18.75,91,10.63,4,3.19,415,353-8928
0,174,281.1,197.2,9.7,0,57,29.58,118,23.89,94,8.87,2,2.62,510,365-7784
0,115,122.3,245,6.4,0,65,19.55,96,10.4,75,11.03,1,1.73,510,330-2635
0,151.7,178.5,229.1,13.1,2,93,25.79,77,15.17,111,10.31,8,3.54,408,344-3131
0,153.1,234.1,329.2,9.9,3,102,26.03,77,19.9,74,14.81,9,2.67,510,378-4294
0,218.6,149.9,204.6,9.2,2,93,37.16,130,12.74,131,9.21,5,2.48,415,343-9365
0,265.2,178.7,174.7,10.7,2,122,45.08,102,15.19,90,7.86,9,2.89,510,362-5579
0,143.3,180.5,184.2,10.1,1,134,24.36,113,15.34,87,8.29,4,2.73,415,366-7616
0,190.3,252.7,220.6,7.2,2,98,32.35,70,21.48,97,9.93,9,1.94,415,397-2870
0,184.7,262,239.5,12.3,2,60,31.4,73,22.27,120,10.78,6,3.32,415,408-3262
0,115.3,224.7,152.5,18,1,99,19.6,117,19.1,98,6.86,2,4.86,408,372-9091
0,113,169.2,156.6,9.2,2,108,19.21,107,14.38,61,7.05,5,2.48,408,410-3159
0,294.2,232.5,195,9,0,100,50.01,53,19.76,64,8.78,1,2.43,408,344-5181
0,215.6,167.8,207,6.4,3,86,36.65,59,14.26,67,9.32,8,1.73,415,396-8662
0,128.8,208.7,202.1,14,1,80,21.9,93,17.74,103,9.09,7,3.78,408,339-6446
28,211.2,312.5,178,10.7,3,117,35.9,98,26.56,118,8.01,2,2.89,415,384-7236
24,71.2,181.6,186.9,12.9,1,82,12.1,103,15.44,111,8.41,1,3.48,415,353-5257
0,94.9,253.2,175.1,14.2,2,121,16.13,83,21.52,86,7.88,2,3.83,408,369-7295
0,259.4,269.7,175.3,9.5,1,116,44.1,109,22.92,130,7.89,3,2.57,510,408-5322
28,215.8,285.2,192.1,6.9,1,123,36.69,76,24.24,78,8.64,3,1.86,408,344-9620
0,97.5,268.1,255.3,13.2,3,113,16.58,69,22.79,62,11.49,4,3.56,415,329-8436
0,146.5,169.9,238.8,8.2,0,121,24.91,125,14.44,112,10.75,5,2.21,510,414-6739
0,157.9,234,210,12.2,2,72,26.84,93,19.89,86,9.45,5,3.29,408,406-1730
0,139.9,223.6,240.8,12.7,2,117,23.78,96,19.01,93,10.84,4,3.43,415,336-9327
21,153.2,263.3,135,11.9,1,112,26.04,110,22.38,85,6.08,7,3.21,408,378-7418
0,103.5,319.3,239.9,8.4,2,134,17.6,111,27.14,124,10.8,4,2.27,408,412-6019
0,185.8,192.3,200,6.6,1,119,31.59,83,16.35,96,9,4,1.78,408,390-4789
0,129.5,354.2,145.5,10.9,1,56,22.02,118,30.11,93,6.55,3,2.94,415,386-9774
0,236.6,220.9,146.8,8.9,1,91,40.22,146,18.78,114,6.61,2,2.4,408,353-8970
0,260.4,208.2,207.9,10,6,107,44.27,104,17.7,115,9.36,2,2.7,408,410-5370
0,167.3,163.9,185.9,6.7,2,100,28.44,79,13.93,100,8.37,5,1.81,415,404-4421
0,182.2,212.3,233,9.3,2,101,30.97,95,18.05,123,10.49,4,2.51,408,409-3353
0,113,150.1,204.3,10.8,2,80,19.21,87,12.76,115,9.19,4,2.92,510,422-2571
0,185.7,235.1,256.4,16.9,0,133,31.57,149,19.98,78,11.54,6,4.56,415,412-3404
0,136.2,165.1,137.9,9.6,0,114,23.15,118,14.03,71,6.21,5,2.59,408,333-2964
29,222.6,190.3,201.2,11.5,1,81,37.84,109,16.18,87,9.05,2,3.11,510,406-6669
0,197.3,264.5,210.5,9,1,67,33.54,106,22.48,116,9.47,6,2.43,415,409-8802
33,141.4,186.4,210,7.7,1,130,24.04,114,15.84,111,9.45,6,2.08,510,354-6183
0,208,95.1,178.5,8,1,69,35.36,94,8.08,129,8.03,11,2.16,510,354-2434
0,118.5,177.8,255.7,12.1,1,92,20.15,109,15.11,98,11.51,4,3.27,415,389-7620
0,153.2,229.7,148.2,10.7,1,65,26.04,90,19.52,94,6.67,8,2.89,510,338-1724
0,108.3,183.6,176.6,13.5,0,87,18.41,116,15.61,109,7.95,2,3.65,510,399-1750
0,168.6,187.7,216.5,14.4,2,92,28.66,107,15.95,95,9.74,8,3.89,408,354-8914
0,247.2,303.7,105.4,9.3,2,116,42.02,103,25.81,94,4.74,2,2.51,415,409-2983
0,224.2,243.3,147.8,12,3,81,38.11,90,20.68,66,6.65,8,3.24,510,329-9689
0,166.9,221.8,243.9,12.8,3,98,28.37,77,18.85,114,10.98,4,3.46,415,337-8950
43,118.4,144.1,158.1,8.5,1,100,20.13,108,12.25,91,7.11,6,2.3,415,374-1836
0,190.9,226.6,230.1,7.8,2,62,32.45,53,19.26,96,10.35,3,2.11,510,359-9454
0,317.8,152.9,123.4,10.4,1,60,54.03,100,13,63,5.55,7,2.81,415,378-9542
0,312,180,168.6,12.8,1,112,53.04,109,15.3,94,7.59,4,3.46,415,344-1970
0,146,203,151.8,13.3,1,121,24.82,141,17.26,120,6.83,2,3.59,415,417-2774
0,131.6,179.3,251.2,15.5,1,95,22.37,109,15.24,129,11.3,3,4.19,415,333-9002
33,193.4,231.6,226.2,11.1,2,105,32.88,79,19.69,90,10.18,11,3,415,369-8576
0,185.1,213,196.1,8.5,2,92,31.47,85,18.11,85,8.82,5,2.3,510,372-6920
0,193.3,169,225.2,11.8,0,106,32.86,150,14.37,122,10.13,4,3.19,510,333-6575
0,146.4,196.5,230.1,7.8,1,107,24.89,99,16.7,106,10.35,2,2.11,415,410-1190
0,71.2,304.4,183.3,8.6,0,90,12.1,119,25.87,103,8.25,4,2.32,510,376-1641
0,123.2,190,170.3,12.9,4,104,20.94,117,16.15,95,7.66,5,3.48,415,329-6731
0,205,140.9,272.6,7.5,2,90,34.85,114,11.98,96,12.27,4,2.03,510,393-3976
0,128.7,240.8,237.7,12.8,1,78,21.88,133,20.47,121,10.7,6,3.46,415,388-7355
0,216.9,211,179.8,11.4,3,78,36.87,115,17.94,116,8.09,5,3.08,510,412-7791
0,150,218.5,212.4,9.8,3,122,25.5,116,18.57,89,9.56,1,2.65,510,368-6111
0,164.1,206,194.7,11.4,1,106,27.9,56,17.51,124,8.76,2,3.08,415,401-9420
0,212,226.6,193.6,8.9,3,113,36.04,128,19.26,114,8.71,7,2.4,510,352-5750
37,167.3,194.7,236.7,12,2,99,28.44,99,16.55,112,10.65,9,3.24,510,417-3702
0,154.4,217.2,185.4,13.9,1,130,26.25,101,18.46,52,8.34,4,3.75,415,353-5714
30,177.3,211.8,240.2,9.3,3,95,30.14,102,18,108,10.81,7,2.51,510,409-9494
0,231.2,267.8,240.3,8.8,1,141,39.3,136,22.76,100,10.81,5,2.38,408,395-1901
0,202.9,178.6,203.8,12.8,5,100,34.49,46,15.18,116,9.17,3,3.46,415,378-8342
0,149.6,200.7,181.2,14.3,0,120,25.43,85,17.06,107,8.15,9,3.86,408,417-6044
0,345.3,203.4,217.5,11.8,1,81,58.7,106,17.29,107,9.79,8,3.19,510,348-1163
0,264.9,281.2,166.1,8.4,1,80,45.03,66,23.9,80,7.47,4,2.27,408,337-4600
0,122,138.3,224.2,5.8,1,92,20.74,114,11.76,128,10.09,5,1.57,408,355-5922
0,177.2,270.4,231.5,14,2,88,30.12,99,22.98,90,10.42,2,3.78,415,369-5810
0,133.1,206.5,221.6,10.3,1,80,22.63,120,17.55,96,9.97,8,2.78,415,340-8291
0,225.1,279.5,233.8,8.8,0,90,38.27,127,23.76,103,10.52,4,2.38,510,354-7397
0,208.4,174.4,310.7,11.2,1,120,35.43,99,14.82,105,13.98,4,3.02,408,407-7464
30,173.1,247.2,158.7,11.5,1,107,29.43,101,21.01,104,7.14,5,3.11,408,386-6411
0,162.4,167,128.9,11.4,2,131,27.61,102,14.2,118,5.8,2,3.08,510,397-3746
13,281.2,178.2,244.2,6.4,2,93,47.8,101,15.15,129,10.99,5,1.73,415,410-5236
0,208.3,169.4,102,15.9,3,89,35.41,67,14.4,90,4.59,4,4.29,415,409-2412
38,243.4,273.8,282.9,14.1,2,126,41.38,109,23.27,91,12.73,8,3.81,415,400-7280
0,224.2,314.9,182.9,16.1,1,89,38.11,121,26.77,121,8.23,3,4.35,415,332-5820
0,189.3,239.3,89.7,9.9,3,100,32.18,107,20.34,89,4.04,3,2.67,415,373-4483
46,168.3,270.9,222.5,6.7,4,124,28.61,103,23.03,98,10.01,2,1.81,408,347-6717
24,232.9,152.1,344.3,10.7,1,90,39.59,94,12.93,82,15.49,6,2.89,415,380-2929
37,155,142.4,143.7,5.9,1,98,26.35,105,12.1,117,6.47,4,1.59,415,420-7692
0,154.4,203.8,158.7,11.8,0,130,26.25,90,17.32,59,7.14,3,3.19,510,380-6437
0,234.7,195.7,253.4,8.4,2,102,39.9,110,16.63,71,11.4,8,2.27,510,377-8309
0,240,141,128.9,7.1,1,88,40.8,117,11.99,137,5.8,9,1.92,415,407-2718
0,298.4,270.5,107.3,12.2,0,78,50.73,142,22.99,84,4.83,2,3.29,415,357-1938
0,166,236.1,134.3,10.9,1,102,28.22,97,20.07,93,6.04,4,2.94,415,381-3735
33,111.6,213.3,267.6,16,0,140,18.97,111,18.13,115,12.04,3,4.32,415,409-8453
0,174.5,180.2,179,10.7,2,98,29.67,103,15.32,89,8.06,2,2.89,415,395-6758
27,175.5,210.6,294.8,6.9,1,137,29.84,60,17.9,121,13.27,5,1.86,510,399-5424
35,157.5,189.6,227,11.1,3,109,26.78,67,16.12,76,10.22,2,3,408,409-4671
0,206.2,176.4,297.1,11,1,113,35.05,102,14.99,119,13.37,7,2.97,415,374-6525
35,207.5,201,164.5,7.5,4,138,35.28,116,17.09,107,7.4,16,2.03,415,406-8665
16,144.8,206.2,255.4,11.6,4,105,24.62,111,17.53,117,11.49,2,3.13,510,342-7716
0,258.8,129.5,193.6,10.9,2,85,44,114,11.01,106,8.71,7,2.94,415,417-2221
0,226.9,182.2,203.9,11.6,0,106,38.57,77,15.49,107,9.18,2,3.13,415,376-5213
0,152.9,171.2,257,12,2,119,25.99,107,14.55,106,11.57,5,3.24,408,348-7448
27,156.7,236.5,123.2,12.6,2,51,26.64,118,20.1,111,5.54,6,3.4,408,328-8179
0,150.8,295.9,247.2,12.5,1,85,25.64,88,25.15,104,11.12,1,3.38,408,389-4602
0,221,204.5,118,6.8,4,126,37.57,110,17.38,98,5.31,3,1.84,415,413-2238
32,322.4,283.2,209.5,6.7,1,92,54.81,107,24.07,111,9.43,3,1.81,415,402-3370
0,153.6,262.1,225.5,9.8,2,148,26.11,87,22.28,99,10.15,3,2.65,408,348-6008
22,215.1,138.9,146.2,12.4,2,91,36.57,102,11.81,109,6.58,2,3.35,408,371-5655
35,174.4,196.7,127.4,11.8,1,108,29.65,100,16.72,74,5.73,3,3.19,415,374-5224
0,180.5,230,232.5,10.6,0,126,30.69,98,19.55,73,10.46,3,2.86,415,371-1187
0,123.1,182,244.6,12.6,2,106,20.93,102,15.47,75,11.01,7,3.4,415,337-1100
0,165.7,257.4,170.8,10,1,94,28.17,80,21.88,114,7.69,4,2.7,510,421-8141
0,200.2,118.7,236.6,6,2,92,34.03,87,10.09,65,10.65,6,1.62,408,406-2678
0,154.8,287.7,208.4,5.9,3,82,26.32,109,24.45,80,9.38,9,1.59,510,415-9649
0,125.4,261.5,241.6,11.4,2,116,21.32,95,22.23,104,10.87,9,3.08,510,364-8128
33,184.2,312.6,264,12.2,1,111,31.31,89,26.57,55,11.88,4,3.29,415,356-7817
24,274.7,193.5,299.6,10.8,3,99,46.7,118,16.45,109,13.48,3,2.92,415,404-6357
39,142,241.6,302,11.3,1,140,24.14,89,20.54,72,13.59,5,3.05,415,398-2138
21,151.5,147.8,210.4,10,1,99,25.76,89,12.56,114,9.47,4,2.7,408,378-8029
0,124.8,133,160.3,10.6,3,114,21.22,121,11.31,85,7.21,7,2.86,415,386-4215
0,179.2,222.9,188.2,12.4,0,85,30.46,66,18.95,113,8.47,2,3.35,415,367-8156
0,246.4,182,157.6,12.1,2,110,41.89,98,15.47,106,7.09,2,3.27,408,382-8079
0,232.7,186.4,153.3,11.5,5,114,39.56,123,15.84,122,6.9,6,3.11,415,354-2985
0,288,255.8,233.4,13.4,0,120,48.96,90,21.74,99,10.5,4,3.62,408,373-6922
23,170.8,236.7,294.5,12.7,1,145,29.04,93,20.12,100,13.25,1,3.43,415,397-7125
0,216.1,197.5,217.8,9.8,1,114,36.74,107,16.79,104,9.8,3,2.65,415,333-6296
0,138.7,215.4,164.3,4.9,2,100,23.58,58,18.31,98,7.39,4,1.32,415,365-6022
0,210.7,238.7,253.6,9.2,3,112,35.82,73,20.29,90,11.41,5,2.48,510,365-1688
0,181.8,158.1,266.2,9.7,0,117,30.91,91,13.44,123,11.98,9,2.62,415,382-4872
30,61.6,255.1,225.9,12.4,1,103,10.47,110,21.68,96,10.17,5,3.35,408,367-6136
0,207.7,196.7,261.7,6.8,1,85,35.31,112,16.72,83,11.78,3,1.84,510,404-3592
0,219.2,167,161.4,10,1,73,37.26,65,14.2,119,7.26,5,2.7,510,415-2949
0,227,258.7,169.7,8.9,2,122,38.59,111,21.99,87,7.64,1,2.4,415,375-8880
0,245.9,240.1,158.7,8.9,3,73,41.8,87,20.41,89,7.14,5,2.4,415,335-6832
0,257.3,184.8,108.9,13.5,0,84,43.74,115,15.71,109,4.9,7,3.65,415,361-8367
0,121.1,216,235.1,16.1,2,130,20.59,86,18.36,33,10.58,5,4.35,415,408-2002
0,301.5,257.7,132.9,13.4,4,136,51.26,72,21.9,118,5.98,2,3.62,415,347-8659
0,233.9,218.9,182.9,9.5,0,96,39.76,111,18.61,109,8.23,3,2.57,415,376-2922
0,99.6,308.7,161.2,13.7,2,108,16.93,102,26.24,62,7.25,6,3.7,415,382-2182
0,169.8,183.1,395,12.7,2,123,28.87,94,15.56,72,17.77,7,3.43,510,408-2089
26,198.8,166.6,198.5,14.4,1,115,33.8,67,14.16,118,8.93,3,3.89,415,369-6890
0,116.2,229.7,204.2,10.1,3,86,19.75,127,19.52,109,9.19,3,2.73,408,347-2951
0,255.9,140.9,308.9,12.1,1,128,43.5,92,11.98,130,13.9,2,3.27,510,420-6324
27,187.7,221,145.7,10,3,84,31.91,147,18.79,110,6.56,4,2.7,408,402-7650
21,195.9,213.9,88.2,8.6,0,91,33.3,84,18.18,111,3.97,4,2.32,408,391-2702
0,129.4,185.4,204.7,1.1,2,97,22,101,15.76,106,9.21,2,0.3,415,383-3375
12,221,151,179,9,2,108,37.57,118,12.84,80,8.06,6,2.43,510,392-2733
0,140.5,186.8,227,9.5,2,92,23.89,96,15.88,89,10.22,5,2.57,408,397-9933
0,277.9,155.8,256.9,9.2,0,123,47.24,112,13.24,71,11.56,10,2.48,415,383-9306
0,224.9,250,216.1,6.7,3,105,38.23,101,21.25,73,9.72,5,1.81,415,369-1929
0,109.1,217.4,188.4,12.8,0,117,18.55,124,18.48,141,8.48,6,3.46,415,369-4377
0,207.8,123.5,291.6,5.7,0,109,35.33,112,10.5,115,13.12,9,1.54,415,366-9430
0,205.9,257.1,209,12.1,0,96,35,94,21.85,63,9.4,8,3.27,510,353-7407
0,308.6,150.8,198.7,7.3,4,139,52.46,94,12.82,66,8.94,3,1.97,415,359-7426
0,242.6,209,219.7,14.4,2,69,41.24,117,17.77,82,9.89,6,3.89,510,332-7391
0,229.6,138.1,250.8,3.3,1,82,39.03,103,11.74,109,11.29,3,0.89,408,405-6559
28,166,233.9,170.1,7.7,2,62,28.22,88,19.88,84,7.65,3,2.08,510,338-8784
0,144.8,200.6,208.8,13.3,0,126,24.62,82,17.05,81,9.4,9,3.59,415,415-6347
0,106.1,123.5,96.4,12.9,0,77,18.04,100,10.5,92,4.34,3,3.48,510,354-5058
0,221.8,166,210.2,13.2,1,84,37.71,125,14.11,72,9.46,4,3.56,415,342-5701
0,204.6,212.5,182.1,9.8,2,98,34.78,90,18.06,95,8.19,7,2.65,415,378-4179
0,213.5,166.6,122,14.1,3,93,36.3,114,14.16,78,5.49,3,3.81,510,407-6391
44,152,274.9,162.4,10,2,95,25.84,73,23.37,121,7.31,1,2.7,415,404-3105
29,260.8,163.7,271.7,17,1,81,44.34,112,13.91,117,12.23,6,4.59,415,390-9735
0,166.4,317,160.4,10,1,117,28.29,129,26.95,121,7.22,2,2.7,408,350-4820
0,177.9,167.3,223.7,15.2,0,83,30.24,84,14.22,142,10.07,8,4.1,415,383-8807
0,235.1,196.8,259.7,7,3,97,39.97,104,16.73,110,11.69,7,1.89,415,366-8382
0,186.8,173.7,250.9,9.7,2,92,31.76,123,14.76,131,11.29,4,2.62,415,402-9704
0,268.4,174.4,193.5,11.6,1,81,45.63,115,14.82,96,8.71,4,3.13,408,405-2209
0,192.1,249.8,132.6,7.3,3,95,32.66,94,21.23,100,5.97,3,1.97,510,397-3939
0,240.7,269.4,187.1,10.1,0,82,40.92,85,22.9,74,8.42,3,2.73,415,343-2689
0,179.9,149.8,168.2,9.8,2,113,30.58,112,12.73,79,7.57,7,2.65,408,383-9448
0,314.1,222.4,259,12.3,3,86,53.4,99,18.9,121,11.66,5,3.32,415,359-6232
41,162,324.7,160.1,11.9,0,82,27.54,77,27.6,112,7.2,5,3.21,415,369-9772
0,175.8,274.3,226.6,12.4,1,89,29.89,119,23.32,69,10.2,4,3.35,415,381-7003
0,109.4,207.5,135,11.6,0,91,18.6,111,17.64,107,6.08,5,3.13,510,352-6732
0,255.1,230.6,218,8.5,3,124,43.37,110,19.6,69,9.81,5,2.3,510,388-7540
0,208.7,173.3,264.7,8.3,3,84,35.48,88,14.73,107,11.91,3,2.24,415,356-3333
20,214.6,96.6,170.7,7.9,1,108,36.48,82,8.21,145,7.68,5,2.13,510,333-9664
0,49.2,143.9,203,12.1,1,121,8.36,136,12.23,97,9.14,13,3.27,408,363-3763
0,141.3,134.9,227.5,11.2,2,133,24.02,96,11.47,97,10.24,3,3.02,510,345-7900
0,253.2,237.9,154.3,9.7,4,89,43.04,114,20.22,85,6.94,7,2.62,415,400-5511
0,206,198.1,135.9,13.2,0,128,35.02,71,16.84,116,6.12,3,3.56,415,381-7597
0,40.4,172.4,145.1,9,2,105,6.87,83,14.65,89,6.53,2,2.43,408,404-9775
0,291.2,234.2,191.7,8.9,1,104,49.5,132,19.91,87,8.63,3,2.4,408,389-4608
31,71.2,124.7,155.5,11.7,0,58,12.1,105,10.6,108,7,3,3.16,415,403-1742
0,261.8,245,202.1,14.7,0,69,44.51,135,20.83,94,9.09,4,3.97,510,328-9797
0,191.3,261.5,182.3,10,1,134,32.52,113,22.23,111,8.2,3,2.7,510,359-9223
0,133.3,255.5,228.6,11.6,0,101,22.66,127,21.72,68,10.29,2,3.13,415,336-7696
24,183.6,203.8,166.9,6,2,138,31.21,90,17.32,89,7.51,3,1.62,408,369-2214
30,155.2,195.5,170.1,15.4,1,116,26.38,50,16.62,108,7.65,6,4.16,415,411-1325
28,283.1,185.4,312.8,6.1,1,93,48.13,98,15.76,78,14.08,8,1.65,408,410-7553
50,186.5,178,215.6,12.1,2,94,31.71,106,15.13,100,9.7,4,3.27,510,376-4284
38,163.3,136,249.1,4.3,0,104,27.76,114,11.56,127,11.21,6,1.16,415,334-2800
0,203.4,182.9,213.7,13.8,1,125,34.58,88,15.55,121,9.62,2,3.73,510,369-1904
19,178.1,212.8,226.3,10,1,110,30.28,100,18.09,123,10.18,6,2.7,415,359-3833
0,195.9,89.1,302.2,10.3,1,103,33.3,95,7.57,82,13.6,3,2.78,415,348-5569
0,295.3,127.4,166.8,9.6,1,127,50.2,100,10.83,105,7.51,6,2.59,415,342-1960
0,136.1,156.3,158.8,10.1,2,82,23.14,118,13.29,83,7.15,5,2.73,408,352-9050
24,114.1,161.5,176.3,13,2,95,19.4,86,13.73,90,7.93,9,3.51,415,390-5316
0,279.1,180.5,217.5,9.5,2,124,47.45,108,15.34,104,9.79,11,2.57,415,418-8568
0,169.3,139.5,197,12,0,111,28.78,69,11.86,87,8.87,3,3.24,408,401-4844
0,214.4,138,148.7,9.9,2,94,36.45,149,11.73,102,6.69,1,2.67,510,376-5471
0,255.8,142.7,181.2,11.7,0,125,43.49,111,12.13,101,8.15,3,3.16,415,409-2917
0,148.2,285.1,166.4,6.2,2,71,25.19,91,24.23,155,7.49,3,1.67,408,369-6308
0,119.3,223.9,211.9,8.7,2,93,20.28,103,19.03,122,9.54,4,2.35,415,357-7385
27,192.3,199.9,244.2,14.8,1,137,32.69,115,16.99,112,10.99,8,4,408,405-7119
0,245.2,217.2,243.1,13.9,0,91,41.68,92,18.46,128,10.94,6,3.75,510,405-3309
0,216.2,363.7,126.7,16.9,5,106,36.75,86,30.91,123,5.7,2,4.56,408,384-4938
0,172.4,256.6,235.3,0,2,114,29.31,69,21.81,104,10.59,0,0,408,377-2725
30,175.3,153.3,233.6,11.1,1,107,29.8,116,13.03,85,10.51,3,3,510,405-6398
26,169,188.8,213.3,13.3,0,104,28.73,104,16.05,76,9.6,3,3.59,415,355-9366
27,2.6,254,242.7,9.2,3,113,0.44,102,21.59,156,10.92,5,2.48,510,403-1128
0,184.1,211.7,243,9.9,1,143,31.3,105,17.99,116,10.93,2,2.67,415,384-9682
0,181.9,151.5,143,7.5,1,90,30.92,87,12.88,100,6.44,3,2.03,415,352-5393
9,160.1,210,139.1,10.8,0,116,27.22,121,17.85,65,6.26,9,2.92,510,395-1229
0,189.8,173.7,257.1,10.3,0,122,32.27,85,14.76,84,11.57,1,2.78,510,361-9195
0,223.2,216.5,214.7,12.4,1,142,37.94,114,18.4,111,9.66,2,3.35,415,351-6366
31,216,225.1,234.7,10.7,2,94,36.72,123,19.13,109,10.56,1,2.89,408,346-4919
0,198.5,266.6,243.3,8,2,124,33.75,100,22.66,80,10.95,7,2.16,415,354-9068
0,159.5,195.4,102.4,7.1,1,115,27.12,118,16.61,86,4.61,7,1.92,408,369-2743
40,105,180.6,174.1,10.2,2,78,17.85,100,15.35,115,7.83,2,2.75,408,343-1347
0,204.5,162.4,155,13.4,3,108,34.77,110,13.8,102,6.98,1,3.62,415,336-5495
0,274,231.8,283.6,6.2,0,92,46.58,82,19.7,83,12.76,1,1.67,408,376-4292
0,158.7,181.7,177.3,7.7,2,84,26.98,91,15.44,67,7.98,10,2.08,510,391-8677
0,229.9,202.4,171.4,14.2,1,116,39.08,110,17.2,105,7.71,6,3.83,415,350-7273
0,137.8,187.7,146.4,8.7,1,97,23.43,118,15.95,85,6.59,6,2.35,510,400-6454
0,179.4,270.4,191,7.9,0,94,30.5,92,22.98,88,8.59,4,2.13,415,422-3052
39,139.3,178.3,246.5,8.1,3,101,23.68,117,15.16,104,11.09,1,2.19,408,365-6756
0,7.8,171.4,186.5,12.9,2,86,1.33,100,14.57,80,8.39,2,3.48,415,406-4158
23,183.1,147.4,350.2,11.3,1,88,31.13,89,12.53,108,15.76,7,3.05,415,383-4641
0,206.9,262.4,149.3,10.7,0,79,35.17,117,22.3,69,6.72,3,2.89,415,368-5165
0,140,153.7,50.1,12.5,2,106,23.8,101,13.06,87,2.25,1,3.38,415,378-2432
0,179.2,283.3,285.4,5.8,2,59,30.46,101,24.08,83,12.84,7,1.57,415,362-4159
0,177.4,240.3,237.3,12,0,136,30.16,104,20.43,133,10.68,3,3.24,408,363-7979
0,115.6,167.8,141.8,12.6,1,129,19.65,104,14.26,124,6.38,9,3.4,408,334-9818
0,237.3,176.7,263.4,14.2,0,103,40.34,84,15.02,81,11.85,4,3.83,408,352-5787
0,181.5,187,220.3,10.5,1,116,30.86,119,15.9,96,9.91,7,2.84,415,332-3617
